date,product_id,city_id,orders
2019-12-10,5628,25,3
2018-08-15,3646,14,157
2018-10-23,1859,25,1
2019-08-17,7292,25,1
2019-01-06,4344,25,3
2018-08-23,1811,25,4
2018-11-21,1282,26,1
2019-03-27,5022,2,41
2019-06-29,3699,3,15
2018-08-30,4373,11,3
2019-10-24,6339,26,1
2019-08-02,3311,22,6
2019-03-15,5665,5,1
2018-08-24,3020,13,4
2019-05-29,3833,26,240
2019-02-14,202,2,4
2019-04-10,977,22,1
2018-09-24,2701,14,16
2019-06-12,5630,14,31
2019-04-13,7163,2,20
2019-11-30,1323,22,1
2018-08-19,1191,13,50
2019-09-13,4635,22,6
2018-08-12,825,26,7
2019-07-24,2303,14,113
2018-09-14,4487,14,1
2019-01-09,6825,16,4
2019-01-24,4152,28,2
2019-04-20,5501,16,1
2019-02-20,172,0,7
2019-07-24,2820,16,4
2018-10-01,7386,3,1
2018-10-23,2845,23,1
2019-07-11,3121,17,1
2019-04-09,4185,18,12
2019-01-20,2963,22,2
2018-07-13,3432,13,28
2018-08-18,4436,17,2
2019-02-15,7025,14,33
2019-05-12,2376,16,1
2019-11-27,6900,14,14
2019-04-07,2898,18,45
2018-11-02,1439,25,1
2018-09-04,2490,7,1
2018-08-03,803,23,9
2019-07-01,1533,18,57
2018-09-23,2815,13,1
2018-12-11,3437,14,2
2019-12-11,2860,28,41
2019-07-24,7038,13,8
2019-06-07,6137,3,3
2019-08-12,6344,26,1
2018-10-02,2844,16,1
2019-12-04,5193,16,2
2018-09-26,3196,29,1
2019-07-26,4976,9,1
2018-11-12,3667,13,20
2019-08-04,2837,18,370
2019-01-06,4618,26,1
2019-10-25,4756,2,13
2018-08-05,3760,28,1
2018-07-20,7025,14,22
2019-01-13,5033,25,1
2018-08-29,2841,16,3
2019-06-01,3541,2,5
2019-03-27,666,23,4
2019-01-26,1222,14,48
2018-11-18,3604,16,5
2018-10-18,588,16,1
2018-12-28,2652,18,84
2019-10-29,6443,16,1
2019-03-30,2918,26,3
2018-08-27,7582,17,30
2019-07-28,3913,13,19
2019-11-13,2199,14,2
2019-10-12,289,24,1
2019-04-18,5973,16,1
2018-11-02,5905,30,1
2019-05-28,3044,7,7
2019-05-17,420,26,1
2018-12-05,1754,23,2
2019-03-22,3143,25,1
2019-10-26,1985,14,13
2018-08-11,6300,22,5
2018-07-30,7350,16,76
2019-11-13,5288,18,7
2019-06-27,3904,1,29
2019-07-12,7042,3,5
2019-10-11,925,25,10
2019-07-09,7214,22,4
2019-12-16,7491,13,1
2018-09-18,923,13,1
2019-05-30,5788,7,34
2019-11-12,7354,25,16
2019-04-10,300,14,462
2019-04-02,5383,11,24
2018-08-23,925,25,4
2018-09-27,4690,23,1
2019-07-03,4794,14,3
2019-04-13,6206,2,24
2018-11-22,6343,22,191
2019-12-01,895,14,47
2018-08-30,3328,29,1
2019-06-24,77,25,5
2018-09-12,6134,6,1
2019-06-21,2465,29,2
2019-01-20,6592,25,11
2018-12-29,1225,13,60
2019-10-24,7538,0,1
2018-08-08,351,20,1
2019-08-13,7059,14,11
2019-10-17,3597,26,2
2019-03-21,5787,13,134
2018-12-15,6288,2,2
2019-11-28,6534,14,2
2018-10-13,5779,13,6
2019-04-23,4523,13,1
2019-05-20,1556,17,2
2019-03-12,2251,9,1
2019-08-15,650,25,2
2018-11-19,2646,26,2
2018-08-30,7140,18,54
2019-12-04,3076,18,8
2019-07-19,959,16,16
2018-11-22,1440,16,23
2019-03-13,5874,9,5
2019-07-20,1944,11,16
2019-12-16,3828,11,1
2019-11-23,6204,24,2
2018-12-06,7413,13,6
2019-07-12,2242,8,2
2019-04-16,7296,22,11
2018-10-08,4152,28,1
2018-07-23,6564,18,3
2019-11-17,6049,16,1
2018-09-01,3252,14,1
2019-08-01,2200,3,3
2019-03-14,2087,26,1
2019-06-04,4635,22,12
2018-10-31,5508,14,8
2018-10-31,5112,10,1
2018-12-17,1640,26,1
2018-08-06,1610,3,1
2018-08-09,5284,25,8
2019-10-14,5778,24,108
2019-04-18,351,20,2
2019-12-13,6828,13,1
2019-12-09,5290,3,139
2019-12-10,561,13,1
2019-02-09,1024,10,2
2019-07-10,7478,24,9
2019-10-15,5066,18,14
2019-01-25,7068,23,1
2019-01-13,4576,22,1
2018-10-10,803,23,2
2019-03-04,3888,0,1
2019-04-25,568,8,25
2019-02-18,6761,14,5
2019-12-16,2148,28,51
2019-11-08,718,9,2
2019-11-28,2627,16,1
2019-03-30,7140,18,26
2019-11-17,1775,25,4
2018-11-12,2541,28,4
2019-06-26,6097,9,4
2018-12-05,327,17,2
2018-10-11,3946,30,9
2019-07-30,5314,11,10
2019-11-16,4432,3,1
2019-03-25,2876,1,4
2019-03-25,6357,4,5
2019-01-25,4964,1,55
2019-06-24,5450,13,1
2019-01-11,3543,23,1
2019-11-03,718,9,3
2018-09-04,3125,1,10
2018-12-16,1475,16,8
2019-08-10,585,17,13
2019-04-30,4776,16,100
2019-01-15,4571,22,3
2019-07-13,4180,16,5
2019-04-12,1744,13,2
2019-05-26,1135,28,1
2019-02-08,4785,14,4
2019-01-21,6371,7,8
2019-11-29,4294,14,4
2019-05-30,4992,9,15
2019-05-29,586,28,2
2019-06-25,1123,25,1
2019-07-05,4400,27,9
2019-07-13,776,13,2
2018-09-29,2228,5,3
2019-04-21,21,24,3
2019-05-18,6828,13,2
2019-08-09,5,16,1
2019-05-01,5470,16,23
2018-08-20,6215,22,4
2018-09-14,3440,26,101
2018-08-28,685,25,29
2019-01-27,3817,28,4
2019-02-06,3449,28,5
2019-04-06,2357,14,104
2018-11-21,192,23,1
2019-12-16,4033,4,1
2018-10-07,820,30,2
2019-12-05,5722,25,260
2019-04-24,6082,9,1
2019-04-01,5135,9,5
2019-06-24,3919,2,22
2018-11-06,3234,25,1
2018-10-13,3403,1,15
2019-01-04,6588,28,7
2019-10-11,3340,9,1
2019-05-25,2562,18,133
2019-06-30,453,16,2
2018-11-01,7266,19,4
2019-12-13,3493,26,9
2018-09-14,3390,20,1
2018-08-14,3047,4,24
2019-07-26,4425,16,2
2019-12-14,4482,28,2
2018-08-15,300,14,967
2019-01-22,5002,13,15
2019-07-18,4529,20,5
2019-11-20,4495,28,2
2019-04-26,1503,21,12
2018-10-31,4036,13,1
2019-01-30,4040,14,30
2019-05-15,6683,13,8
2019-11-29,4047,16,5
2018-07-22,7554,13,12
2018-08-28,4289,13,1
2019-01-08,666,23,9
2019-08-17,2411,23,6
2019-04-21,5200,28,19
2018-10-05,1288,20,22
2018-08-24,4576,22,3
2019-12-09,5489,13,23
2018-08-24,496,26,1
2019-02-19,4823,18,26
2019-08-09,4938,28,2
2019-07-25,582,26,8
2018-11-20,5450,13,1
2019-11-29,5939,14,183
2019-11-13,2691,25,1
2019-07-28,2185,13,6
2019-12-10,2253,13,46
2019-12-06,7148,16,29
2019-01-04,3614,29,1
2018-12-14,2265,25,1
2019-02-16,2611,13,11
2018-11-14,7239,22,1
2019-01-25,792,25,1
2018-10-13,3793,22,32
2019-05-07,5329,21,1
2018-10-30,4794,14,5
2019-07-28,4814,14,1
2019-05-03,1364,30,2
2019-11-04,1775,25,1
2019-12-10,7246,13,1
2019-02-04,4483,25,1
2018-11-10,3505,14,3
2018-11-14,4667,9,1
2019-11-03,6694,25,2
2019-04-26,1182,0,3
2019-04-28,2850,16,6
2019-12-11,972,13,1
2019-07-18,2372,23,1
2018-11-14,6642,4,1
2019-03-21,6567,25,1
2019-11-23,704,13,10
2019-10-20,5281,18,1
2019-10-22,3995,18,58
2019-11-03,149,14,24
2019-01-22,5618,21,3
2019-01-12,4850,26,3
2019-11-18,5004,25,21
2018-11-21,2017,11,3
2019-06-08,5024,21,4
2019-12-05,2884,2,19
2018-08-18,6716,16,2
2019-06-17,4379,4,1
2019-10-27,1517,13,1
2018-10-17,390,9,5
2018-07-27,3635,16,48
2018-10-19,6619,4,1
2019-08-10,2850,16,1
2018-12-15,6368,25,1
2019-06-24,5618,21,3
2019-11-21,483,14,3
2018-12-05,4254,16,37
2018-11-20,5009,28,12
2018-09-02,1455,0,1
2018-09-12,3151,26,1
2018-12-02,3601,9,1
2018-10-29,3012,18,3
2018-12-05,3601,9,2
2019-12-02,5653,17,4
2018-12-12,3748,17,11
2019-05-02,6438,24,8
2019-05-31,2981,26,1004
2018-08-18,2301,14,1
2018-10-05,2012,8,32
2019-06-01,1069,27,7
2018-09-15,438,22,12
2019-07-05,25,18,1
2019-08-01,820,30,2
2018-12-06,3034,0,1
2018-07-27,664,24,15
2019-08-14,4352,16,1
2018-11-20,1533,18,8
2018-10-31,7430,1,2
2018-09-14,7011,9,11
2018-12-29,5118,13,125
2018-10-06,4845,22,4
2018-11-10,3345,13,23
2019-01-24,4173,23,2
2018-08-31,3088,14,106
2019-07-17,7223,2,28
2018-07-10,6283,14,2
2019-04-28,5631,24,1
2019-12-04,2981,26,461
2019-06-23,652,25,5
2018-11-19,583,22,2
2018-12-14,1238,13,7
2019-06-13,7057,2,6
2019-10-29,1675,4,2
2019-03-26,6115,22,63
2019-11-20,7467,23,2
2019-03-05,5347,3,5
2019-03-02,2432,22,3
2019-10-21,6729,14,1
2019-07-02,1467,22,63
2019-10-31,1494,25,71
2019-10-27,1130,14,48
2018-09-05,45,13,38
2018-11-30,4192,14,26
2019-07-15,4180,16,1
2018-12-05,3862,9,1
2019-12-05,6135,28,1
2019-11-02,2088,26,8
2019-05-04,1097,26,17
2019-07-31,4509,22,4
2019-03-22,3064,8,2
2018-12-22,7510,16,4
2018-07-26,6857,18,61
2018-11-10,2215,16,1
2019-01-16,1881,14,4
2019-02-09,1848,14,135
2018-09-02,5819,25,4
2019-10-26,1730,16,2
2018-12-23,2056,28,1
2018-12-03,27,10,40
2018-08-08,2284,9,8
2019-06-12,1739,22,1
2019-09-18,6779,10,3
2018-09-13,2148,28,11
2019-02-09,532,18,1
2019-01-19,6295,3,44
2019-03-23,3339,22,38
2019-03-23,435,7,2
2018-10-13,124,26,2
2019-10-10,3734,4,25
2019-01-09,6860,26,1
2019-03-26,5687,13,11
2018-07-18,6248,4,2
2019-07-22,2307,4,6
2018-12-18,3678,13,1
2019-07-31,83,25,3
2019-01-02,2357,14,60
2019-01-23,4573,2,3
2019-12-02,820,30,8
2019-03-05,6933,25,34
2019-07-14,1672,11,5
2018-12-16,4595,13,1
2019-07-14,2002,1,3
2018-09-01,5738,13,22
2019-01-25,2876,1,1
2019-03-18,585,17,25
2019-10-11,2381,18,23
2019-08-10,1005,14,1
2019-04-12,2837,18,149
2018-09-30,1935,2,48
2019-11-28,820,30,6
2018-12-27,2367,0,2
2018-07-24,4306,14,11
2019-07-09,1935,2,37
2019-02-02,2897,26,1
2019-01-19,4075,18,25
2018-10-25,2911,26,2
2018-11-04,7526,14,5
2019-10-21,2524,13,2
2019-05-04,4508,13,1
2019-05-19,2271,3,28
2018-12-16,7034,13,1
2019-08-06,7300,9,46
2019-10-25,107,4,3
2019-06-25,6435,13,1
2019-07-19,2307,4,9
2019-10-13,149,14,37
2019-04-18,5119,0,1
2018-12-31,7508,16,5
2018-11-05,4347,25,131
2018-12-03,639,27,1
2019-07-12,841,0,2
2019-07-26,4207,0,1
2018-11-20,1081,22,1
2019-07-23,5970,26,1
2019-05-31,1341,13,8
2018-09-07,6478,2,2
2019-05-17,6309,29,2
2019-12-11,3179,22,16
2018-10-10,6302,25,1
2019-08-01,836,0,1
2018-11-20,1670,26,15
2018-09-07,1191,13,47
2019-08-02,664,24,1
2018-12-16,1361,20,1
2019-07-16,3553,0,1
2018-08-22,7430,1,1
2018-08-07,7288,14,5
2019-07-05,5970,26,1
2019-11-24,6717,3,1
2019-08-14,5670,28,1
2019-10-12,637,26,1
2018-10-09,4944,26,9
2019-11-01,6487,30,6
2019-05-27,6072,26,60
2018-07-14,4183,22,8
2019-11-11,2746,22,6
2019-10-20,6336,23,13
2019-09-13,5012,13,3
2019-11-18,3098,28,6
2019-08-15,5770,14,1
2019-02-15,890,13,2
2018-10-20,4847,26,9
2019-10-11,983,25,45
2019-08-04,2830,14,21
2018-12-31,1985,14,45
2019-11-21,7224,25,1
2018-10-31,4382,23,5
2019-02-15,2906,16,2
2019-06-04,963,13,1
2018-09-21,873,25,16
2019-07-24,6115,22,29
2019-10-14,4192,14,59
2019-06-28,5430,14,7
2019-01-18,621,22,25
2018-12-07,1933,21,17
2019-03-24,4523,13,1
2018-09-30,3532,25,5
2018-12-23,7078,22,6
2018-11-05,7450,21,4
2019-12-13,3860,22,1
2019-10-15,1766,22,15
2018-09-08,5330,26,6
2018-12-04,1622,9,4
2019-10-12,4347,25,195
2019-08-02,5742,26,1
2019-05-02,3803,21,2
2019-01-25,5508,14,9
2019-10-20,5125,3,3
2018-09-14,626,13,1
2018-11-21,1945,9,3
2018-09-26,4895,29,1
2018-09-13,6566,18,8
2018-12-11,4203,22,26
2018-07-14,1114,13,90
2019-02-14,7140,18,20
2019-11-15,5549,28,2
2019-11-22,3125,1,69
2018-11-05,6430,13,1
2019-11-05,7464,0,3
2019-05-15,1896,25,4
2019-11-01,3967,2,12
2019-07-25,2898,18,98
2019-04-04,5979,21,2
2018-08-08,383,25,22
2018-12-22,711,30,3
2019-10-11,5116,14,32
2019-02-06,3835,9,2
2019-02-16,1115,30,1
2019-03-29,6791,9,1
2019-10-30,5407,13,64
2019-02-09,2123,16,1
2019-10-11,6941,30,1
2019-05-20,5822,13,3
2019-04-18,6095,9,1
2019-10-30,6663,4,1
2018-12-02,3247,0,3
2019-06-21,2254,16,4
2019-10-20,2597,0,2
2019-06-24,2306,14,12
2019-06-04,2053,13,1
2019-03-05,4733,12,2
2018-11-09,7148,16,11
2019-03-16,3562,23,1
2018-11-26,4667,9,1
2018-08-07,3508,28,1
2018-09-28,1225,13,40
2019-07-25,5371,22,15
2019-01-24,1881,14,14
2019-06-19,1232,14,8
2018-12-02,25,18,1
2019-04-23,5280,23,8
2019-12-12,2585,25,1
2019-03-06,2259,30,1
2018-12-26,1047,30,1
2019-08-17,77,25,1
2019-07-10,7269,30,2
2019-04-04,5953,13,34
2018-12-02,1403,29,3
2019-12-12,4968,28,2
2019-10-30,6975,3,3
2019-08-03,4207,0,1
2019-06-22,4611,26,8
2018-12-09,3953,13,1
2019-01-06,6671,20,28
2018-07-26,50,2,15
2019-11-01,6377,14,4
2019-04-03,4921,24,2
2018-08-23,5482,25,7
2019-10-30,2416,26,1
2019-06-18,3629,9,4
2019-12-01,370,13,7
2019-06-13,2249,20,2
2018-09-29,6671,20,15
2019-08-01,2811,13,2
2019-11-17,7015,26,3
2019-07-30,5698,0,1
2018-08-22,6007,27,1
2019-07-31,4639,0,5
2019-10-17,3250,27,3
2019-01-22,6291,27,1
2019-01-23,5615,23,1
2019-10-26,7318,25,1
2019-04-24,1140,26,2
2019-06-29,2563,18,14
2018-08-24,4885,16,25
2019-12-08,2831,16,4
2018-09-26,7350,16,23
2018-12-10,2457,3,13
2019-06-10,2652,18,69
2019-12-05,3944,13,1
2018-08-01,3222,25,7
2019-01-21,5280,23,3
2018-12-22,882,22,1
2019-06-21,793,29,3
2019-11-03,5917,2,59
2018-11-11,6656,26,10
2019-07-05,5115,2,121
2019-06-27,6756,17,2
2019-02-04,5955,16,3
2019-05-29,2381,18,4
2019-12-11,873,25,26
2019-08-15,3422,13,2
2019-03-14,2422,18,3
2019-01-22,2811,13,9
2019-06-26,2416,26,2
2019-11-16,5860,25,2
2018-08-04,358,10,15
2019-08-18,6212,7,12
2018-12-01,348,25,4
2019-04-11,7294,1,2
2019-03-08,4195,26,8
2019-04-29,888,20,5
2019-04-29,3646,14,63
2019-11-15,2457,3,24
2019-12-01,4505,25,1
2019-02-18,5795,14,4
2018-12-18,2687,25,31
2018-09-18,5421,9,1
2019-07-03,4191,16,3
2018-12-16,5778,24,1
2019-11-13,5639,25,4
2018-09-27,4627,26,1
2019-10-11,202,2,3
2018-07-22,2974,26,15
2019-06-28,5922,25,2
2018-08-13,7059,14,31
2018-09-29,5965,13,2
2019-06-18,731,21,1
2019-07-22,1031,0,1
2019-05-17,2589,20,2
2018-12-16,1520,26,168
2018-07-16,5738,13,39
2019-06-26,2563,18,8
2019-10-30,6153,22,6
2019-05-21,3055,6,1
2019-01-02,1757,26,1
2018-08-14,3197,17,27
2019-10-15,5386,25,2
2018-12-05,2471,25,1
2018-11-17,2973,26,7
2019-04-14,547,4,86
2018-09-21,5407,13,25
2019-08-05,6091,25,92
2018-10-18,4846,1,1
2018-09-07,1134,13,19
2019-06-05,2373,13,16
2019-10-18,3464,0,2
2019-11-24,6592,25,12
2018-07-15,3497,26,234
2018-12-11,7435,22,2
2019-12-05,5708,26,1
2018-11-19,5452,26,12
2018-11-24,2870,25,8
2019-05-27,3685,0,1
2019-04-10,5301,13,1
2018-10-21,1933,21,19
2018-10-01,457,16,2
2019-01-30,1284,17,11
2019-01-26,7354,25,2
2019-04-20,7430,1,2
2018-08-14,5941,25,2
2018-10-19,2846,22,3
2019-02-09,5733,25,2
2019-06-27,5517,22,4
2019-10-14,1140,26,2
2018-09-24,7450,21,4
2019-03-21,3220,28,1
2018-10-12,6011,9,4
2018-09-21,3234,25,2
2018-09-13,4597,3,2
2018-11-09,1737,1,8
2018-10-05,5849,26,5
2019-12-07,6668,28,1
2018-08-01,4568,13,138
2019-08-03,5823,27,1
2019-01-15,7138,28,1
2018-11-29,6850,1,1
2019-06-30,4323,4,7
2018-11-22,3923,14,1
2018-12-26,4601,26,2
2018-10-08,1958,17,3
2018-11-11,6295,3,84
2018-11-01,1744,13,4
2019-02-15,957,22,4
2018-08-10,6608,22,5
2019-11-04,7198,13,1
2018-11-03,3161,21,1
2019-08-12,3034,0,1
2018-08-21,594,22,13
2019-05-31,7561,21,1
2019-01-29,4065,16,1
2019-02-11,6091,25,40
2018-09-01,7399,0,39
2018-09-05,6556,23,2
2018-10-08,564,25,1
2019-02-05,6976,22,19
2019-05-21,5626,22,1
2019-12-12,763,26,25
2019-10-29,2306,14,9
2019-02-27,6937,13,14
2019-04-22,14,2,1
2019-10-07,4419,27,8
2018-10-28,5687,13,15
2019-01-26,7025,14,56
2018-09-18,5266,22,1
2019-06-01,3140,26,2
2019-04-01,6599,23,1
2019-11-25,3042,28,1
2019-07-08,6290,23,1
2018-11-19,3761,16,1
2018-11-05,6543,9,1
2018-09-29,146,16,5
2019-03-19,7429,13,1
2018-10-18,687,14,1
2019-11-01,6937,13,38
2018-10-31,1647,4,1
2018-10-24,3051,7,2
2019-10-31,5544,25,3
2019-09-18,779,16,1
2019-01-25,6215,22,8
2018-08-31,4867,9,5
2018-12-05,4038,27,1
2018-09-27,6264,25,11
2019-03-04,1503,21,1
2018-10-02,6293,14,32
2019-11-11,4068,25,5
2019-11-17,4111,18,2
2018-09-08,6483,28,2
2019-07-24,3837,25,6
2018-10-06,5957,26,2
2019-08-09,4981,22,3
2019-02-28,212,13,1
2018-12-29,1715,16,1
2019-10-13,2242,8,4
2019-04-06,2154,26,4
2019-06-18,4530,26,108
2018-12-16,3799,20,3
2019-06-22,1917,0,2
2019-02-18,7419,16,1
2019-07-26,2271,3,60
2019-06-26,523,30,1
2018-10-01,7294,1,2
2019-03-19,6065,18,2
2019-10-10,3582,26,2
2018-10-03,7567,22,1
2018-10-06,1160,13,6
2019-10-23,2669,25,20
2018-11-25,6806,26,1
2019-08-16,2393,27,2
2019-08-02,5187,22,4
2019-11-12,468,0,5
2018-10-21,7099,26,4
2019-01-04,3667,13,11
2019-07-06,2247,16,9
2019-06-05,5004,25,5
2018-11-21,3916,27,2
2019-02-28,128,12,1
2019-07-13,6201,0,3
2019-02-10,5290,3,8
2018-10-14,4269,22,2
2019-08-07,4659,1,1
2018-07-26,1667,25,9
2018-11-02,888,20,8
2019-07-24,1584,0,3
2018-10-09,2639,28,1
2018-11-14,5965,13,10
2019-04-01,6212,7,3
2019-06-13,1944,11,6
2019-10-16,498,0,1
2018-12-07,2879,3,1
2019-06-16,2415,22,1
2018-08-08,7556,7,5
2019-10-20,5794,6,1
2019-10-20,1932,18,6
2019-11-07,6531,26,1
2018-12-15,4478,26,1
2019-06-22,2607,22,1
2019-04-23,2598,0,6
2019-08-15,5143,16,2
2019-07-10,3081,30,5
2018-12-21,1557,30,1
2018-12-20,1445,9,60
2018-12-23,1365,26,1
2019-04-24,668,2,3
2019-05-27,7585,27,2
2019-08-06,1673,13,2
2019-08-05,709,16,220
2019-11-10,7318,25,1
2018-07-15,3627,13,21
2019-11-11,888,20,44
2019-06-10,5728,9,1
2019-05-18,6910,21,1
2019-02-01,6632,22,5
2018-08-06,2490,7,9
2019-01-12,920,14,1
2019-05-31,4984,25,3
2018-09-18,6430,13,2
2018-12-10,1603,16,1
2019-06-21,6174,3,12
2018-11-30,5618,21,13
2019-05-03,2323,25,122
2019-07-07,4457,22,30
2018-08-30,7011,9,6
2019-11-11,5848,13,4
2019-01-03,2306,14,2
2019-11-23,6534,14,4
2019-10-31,6215,22,7
2019-04-16,2800,13,1
2018-08-12,5058,2,2
2018-11-25,1467,22,90
2019-07-26,6850,1,2
2018-11-01,3913,13,7
2018-07-13,3454,14,8
2019-11-30,5117,27,2
2018-12-30,4990,1,2
2019-08-09,408,9,2
2018-09-10,6095,9,1
2019-06-17,2897,26,1
2018-11-05,6845,13,3
2019-11-23,1479,16,3
2019-08-17,2459,0,8
2019-05-27,5968,13,11
2019-08-18,704,13,10
2018-12-23,3833,26,212
2018-12-13,2235,16,14
2019-07-31,6174,3,4
2018-11-07,702,6,2
2019-10-12,7425,22,9
2019-02-08,2331,26,69
2019-08-11,582,26,3
2019-11-07,3076,18,11
2019-11-28,7427,28,1
2018-08-21,888,20,6
2019-07-19,5371,22,8
2018-11-03,3635,16,46
2019-02-02,3741,25,4
2019-11-02,6369,23,1
2019-06-30,4590,22,1
2019-03-31,5843,9,1
2019-08-19,5448,1,12
2019-08-17,2823,14,1
2019-04-26,2958,21,5
2019-07-12,5393,9,1
2019-03-17,4392,26,8
2018-07-23,154,26,4
2019-12-01,7382,30,36
2018-12-06,586,28,3
2018-12-17,630,10,12
2018-10-23,5361,28,3
2019-11-09,5296,0,30
2018-10-03,3691,17,1
2019-11-28,6339,26,7
2019-07-13,3576,25,85
2019-11-17,7367,22,1
2019-03-04,995,25,1
2019-10-18,5371,22,17
2019-06-25,1187,2,45
2018-11-03,2430,23,8
2019-03-28,1719,2,79
2019-06-12,12,25,1
2019-06-13,6438,24,8
2019-12-08,3659,20,4
2019-02-15,6634,25,5
2019-10-20,3271,0,1
2018-11-06,6941,30,9
2019-03-22,1363,20,1
2019-07-27,7239,22,2
2018-12-07,4996,5,6
2018-07-21,868,18,25
2019-08-05,2864,18,1
2018-09-24,7384,5,9
2019-03-25,4691,14,1
2018-09-22,944,28,1
2019-07-05,2807,26,24
2019-04-22,6933,25,43
2019-09-18,287,6,4
2019-03-14,3047,4,4
2019-06-20,652,25,5
2019-01-11,4445,25,1
2019-11-04,6695,9,5
2018-07-27,398,22,8
2019-04-27,2736,25,5
2018-07-17,2430,23,4
2018-12-15,5407,13,68
2019-11-23,4191,16,1
2018-09-23,5284,25,1
2019-03-29,2837,18,131
2019-11-17,5250,3,13
2018-07-23,2190,14,3
2019-02-14,4627,26,5
2019-04-03,4635,22,5
2019-02-27,5363,23,1
2018-09-02,4457,22,80
2019-08-17,6253,30,1
2019-07-11,3524,25,99
2019-10-10,2232,18,23
2018-12-28,383,25,15
2019-07-09,6128,22,1
2018-09-04,2706,9,8
2019-08-11,7430,1,1
2019-07-12,4030,0,2
2018-08-06,4809,14,1
2019-10-18,4594,22,6
2019-01-20,1811,25,6
2019-07-13,2465,29,1
2018-10-01,7331,17,1
2019-07-05,4018,13,6
2019-07-23,4870,16,21
2018-11-03,1404,21,1
2019-03-14,3241,26,1
2019-04-20,5203,27,1
2018-10-13,803,23,3
2019-11-27,1307,1,7
2019-12-16,335,13,3
2018-09-01,3679,6,2
2018-12-30,2542,0,2
2019-08-10,3800,16,2
2018-12-26,7378,21,8
2019-08-12,393,3,85
2019-07-20,6933,25,8
2019-05-26,2430,23,17
2018-11-01,4495,28,1
2019-11-05,5848,13,2
2018-11-30,7175,24,7
2019-04-30,7510,16,5
2019-11-02,398,22,12
2019-10-25,1527,13,2
2019-07-14,2897,26,6
2019-10-14,5666,25,2
2019-12-04,7223,2,15
2019-04-03,5314,11,7
2019-07-03,7368,25,1
2018-09-05,5363,23,1
2019-03-27,7577,6,1
2019-11-09,6850,1,2
2019-07-20,4413,3,7
2018-09-03,3107,9,2
2018-11-18,3904,1,9
2019-12-07,1564,13,96
2018-08-02,1943,13,1
2019-07-10,1533,18,82
2018-10-31,2714,28,8
2019-05-29,4586,22,2
2018-10-09,2502,13,5
2019-02-20,2945,22,2
2019-07-12,3247,0,3
2018-10-09,6803,19,23
2019-07-24,7148,16,9
2019-03-24,5031,0,6
2019-10-18,4128,18,2
2019-06-17,1828,0,1
2018-08-22,133,16,2
2019-02-18,5428,26,1
2019-08-13,5073,13,1
2019-01-20,7510,16,2
2018-10-10,3965,9,1
2019-04-25,2504,2,2
2019-08-12,3315,14,3
2019-08-05,7140,18,37
2019-03-08,2668,16,1
2019-08-12,4908,14,4
2018-10-31,1307,1,3
2019-07-13,2457,3,25
2019-01-25,1613,28,6
2018-09-01,2264,18,1
2019-06-01,6386,2,1
2019-01-26,6315,22,1
2019-01-27,3995,18,31
2019-03-28,1658,16,27
2018-11-23,1073,2,1
2018-09-01,1484,3,19
2018-12-27,1935,2,62
2019-07-07,6640,26,48
2018-12-04,219,3,3
2019-01-02,5371,22,4
2019-12-07,6801,3,7
2018-09-06,6716,16,4
2018-12-14,2654,11,1
2019-07-19,6390,0,1
2019-07-04,7138,28,3
2019-02-08,1973,16,1
2019-10-30,1931,0,57
2019-08-02,2051,13,1
2019-08-19,1047,30,5
2019-06-21,4587,9,22
2018-08-07,5278,13,1
2019-03-02,7208,6,1
2018-11-11,4108,13,3
2019-11-16,2999,7,1
2019-07-23,4342,22,29
2019-07-26,4439,2,24
2018-07-17,2568,22,8
2018-11-10,6309,29,11
2019-11-17,88,24,13
2018-08-04,5389,24,2
2019-01-01,6533,17,5
2019-05-10,2137,2,10
2018-08-02,2238,22,5
2018-08-18,6492,16,1
2018-11-24,1848,14,120
2019-06-21,7350,16,31
2018-11-05,5738,13,42
2018-07-20,7334,21,9
2019-07-12,5250,3,9
2019-11-04,1875,13,4
2018-12-07,1700,8,2
2018-09-30,954,2,1
2018-10-25,5926,13,24
2018-09-10,2220,2,99
2019-10-14,7011,9,24
2018-12-06,6740,13,3
2019-05-13,1980,6,1
2019-11-17,5975,18,1
2019-06-11,6093,28,1
2019-02-12,754,18,1
2019-11-28,1307,1,9
2018-11-23,3197,17,15
2019-04-17,1233,16,18
2019-11-08,5282,4,6
2018-09-08,547,4,19
2019-06-11,5436,14,1
2019-11-01,888,20,14
2019-04-18,5320,13,1
2018-12-14,460,18,4
2018-11-13,2845,23,2
2019-08-19,2426,22,1
2018-08-03,3783,14,3
2019-06-17,7526,14,12
2019-06-22,354,13,2
2019-08-02,6399,0,1
2019-11-23,528,0,3
2018-12-08,5486,14,1
2019-08-18,1406,14,26
2018-12-25,27,10,41
2019-02-03,5022,2,43
2019-02-20,438,22,28
2018-10-28,3034,0,1
2019-01-12,5780,0,2
2019-11-01,4146,9,1
2019-10-08,1062,13,22
2018-10-23,785,16,1
2018-10-08,255,13,1
2018-12-06,5521,7,1
2019-05-07,487,26,14
2019-03-03,1503,21,2
2019-10-15,6371,7,22
